LAN202204140,CIN,1,0,0,0,1,CX,0,0,indij001,R,indij001,R,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,,,,9/L9+,T,F,4,1,2,T,T,0,F,F,1,F,F,0,F,F,9,L,F,F,9,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,1
LAN202204140,CIN,1,0,1,1,2,CFBX,0,0,naqut001,L,naqut001,L,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,,,,7/F78D,F,F,9,2,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,78D,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,2
LAN202204140,CIN,1,0,2,1,2,CBFFX,0,0,fralj001,L,fralj001,L,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,,,,43/G34,F,F,8,3,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,34,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,3
LAN202204140,CIN,1,1,0,0,1,CX,0,0,bettm001,R,bettm001,R,cessl001,R,cessl001,R,stept001,vottj001,indij001,mousm001,farmk001,aquia001,fralj001,naqut001,,,,9/F89D,T,F,9,1,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,89D,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,4
LAN202204140,CIN,1,1,1,0,0,X,0,0,freef001,L,freef001,L,cessl001,R,cessl001,R,stept001,vottj001,indij001,mousm001,farmk001,aquia001,fralj001,naqut001,,,,S8/G6M,F,F,3,2,20,T,T,1,F,F,0,F,F,0,F,F,8,G,F,F,6M,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,5
LAN202204140,CIN,1,1,1,0,1,SX,0,0,turnt001,R,turnt001,R,cessl001,R,cessl001,R,stept001,vottj001,indij001,mousm001,farmk001,aquia001,fralj001,naqut001,freef001,,,S8/L89.1-3,F,F,6,3,20,T,T,1,F,F,0,F,F,0,F,F,8,L,F,F,89,0,0,N,0,N,0,N,1,3,0,0,,,,,F,F,F,F,F,F,F,F,F,cessl001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,6
LAN202204140,CIN,1,1,1,1,2,C*BS1FX,0,0,turnj001,R,turnj001,R,cessl001,R,cessl001,R,stept001,vottj001,indij001,mousm001,farmk001,aquia001,fralj001,naqut001,turnt001,,freef001,S8/L89S.3-H;1-2,F,F,10,4,20,T,T,1,F,F,0,F,F,1,F,F,8,L,F,F,89S,0,0,N,0,N,0,N,1,2,0,4,,,,,F,F,F,F,F,F,F,F,F,cessl001,,cessl001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,7
LAN202204140,CIN,1,1,1,1,1,BCX,0,1,muncm001,L,muncm001,L,cessl001,R,cessl001,R,stept001,vottj001,indij001,mousm001,farmk001,aquia001,fralj001,naqut001,turnj001,turnt001,,S9/G34.2-H;1-3,F,F,4,5,20,T,T,1,F,F,0,F,F,1,F,F,9,G,F,F,34,0,0,N,0,N,0,N,1,3,4,0,,,,,F,F,F,F,F,F,F,F,F,cessl001,cessl001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,8
LAN202204140,CIN,1,1,1,2,1,B*BFX,0,2,smitw003,R,smitw003,R,cessl001,R,cessl001,R,stept001,vottj001,indij001,mousm001,farmk001,aquia001,fralj001,naqut001,muncm001,,turnj001,S65/G6S-.3-H;1-3,F,F,2,6,20,T,T,1,F,F,0,F,F,1,F,F,6,G,F,F,6S,0,0,N,0,N,0,N,1,3,0,4,,,,,F,F,F,F,F,F,F,F,F,cessl001,,cessl001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,9
LAN202204140,CIN,1,1,1,3,1,BBSBX,0,3,taylc001,R,taylc001,R,cessl001,R,cessl001,R,stept001,vottj001,indij001,mousm001,farmk001,aquia001,fralj001,naqut001,smitw003,,muncm001,64(1)3/GDP/G6,F,F,7,7,2,T,T,0,F,F,2,T,F,0,F,F,6,G,F,F,6,0,0,N,0,N,0,N,0,0,0,3,43,64,,,F,F,F,F,F,F,F,F,F,cessl001,,cessl001,F,F,F,F,F,,,,,0,4,3,0,6,4,0,0,0,10
LAN202204140,CIN,2,0,0,2,0,BBX,0,3,vottj001,L,vottj001,L,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,,,,DGR/L9LD+,T,F,3,4,21,T,T,2,F,F,0,F,F,0,F,F,0,L,F,F,9LD,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,11
LAN202204140,CIN,2,0,0,1,0,BX,0,3,stept001,R,stept001,R,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,,vottj001,,9/L89,F,F,2,5,2,T,T,0,F,F,1,F,F,0,F,F,9,L,F,F,89,0,0,N,0,N,0,N,0,0,2,0,9,,,,F,F,F,F,F,F,F,F,F,,buehw001,,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,12
LAN202204140,CIN,2,0,1,0,2,FSS,0,3,aquia001,R,aquia001,R,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,,vottj001,,K,F,F,7,6,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,2,0,2,,,,F,F,F,F,F,F,F,F,F,,buehw001,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,13
LAN202204140,CIN,2,0,2,1,1,BCX,0,3,mousm001,L,mousm001,L,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,,vottj001,,S4/G34.2-3,F,F,5,7,20,T,T,1,F,F,0,F,F,0,F,F,4,G,F,F,34,0,0,N,0,N,0,N,1,0,3,0,,,,,F,F,F,F,F,F,F,F,F,,buehw001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,14
LAN202204140,CIN,2,0,2,3,1,B*BBCB,0,3,farmk001,R,farmk001,R,buehw001,R,buehw001,R,smitw003,freef001,muncm001,albeh001,turnt001,taylc001,bellc002,bettm001,mousm001,,vottj001,W.1-2,F,F,6,8,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,0,3,,,,,F,F,F,F,F,F,F,F,F,buehw001,,buehw001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,15
