LAN202104090,WAS,1,0,0,2,2,CFBBFX,0,0,roblv001,R,roblv001,R,buehw001,R,buehw001,R,smitw003,muncm001,lux-g001,turnj001,seagc001,polla001,taylc001,mckiz001,,,,3/P3F/FL,T,F,8,1,2,T,T,0,F,F,1,F,F,0,F,F,3,P,F,T,3F,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,1
LAN202104090,WAS,1,0,1,3,2,BFBCFBFFX,0,0,turnt001,R,turnt001,R,buehw001,R,buehw001,R,smitw003,muncm001,lux-g001,turnj001,seagc001,polla001,taylc001,mckiz001,,,,3/G34S,F,F,6,2,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,34S,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,2
LAN202104090,WAS,1,0,2,1,2,CBFS,0,0,sotoj001,L,sotoj001,L,buehw001,R,buehw001,R,smitw003,muncm001,lux-g001,turnj001,seagc001,polla001,taylc001,mckiz001,,,,K,F,F,9,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,3
LAN202104090,WAS,1,1,0,3,2,CFBBBFS,0,0,taylc001,R,taylc001,R,rossj002,R,rossj002,R,lucrj001,zimmr001,garcl006,casts001,turnt001,steva001,roblv001,sotoj001,,,,K,T,F,8,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,4
LAN202104090,WAS,1,1,1,2,2,BCBFC,0,0,seagc001,L,seagc001,L,rossj002,R,rossj002,R,lucrj001,zimmr001,garcl006,casts001,turnt001,steva001,roblv001,sotoj001,,,,K,F,F,6,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,5
LAN202104090,WAS,1,1,2,0,0,X,0,0,turnj001,R,turnj001,R,rossj002,R,rossj002,R,lucrj001,zimmr001,garcl006,casts001,turnt001,steva001,roblv001,sotoj001,,,,S9/L9L,F,F,5,3,20,T,T,1,F,F,0,F,F,0,F,F,9,L,F,F,9L,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,6
LAN202104090,WAS,1,1,2,0,1,CX,0,0,muncm001,L,muncm001,L,rossj002,R,rossj002,R,lucrj001,zimmr001,garcl006,casts001,turnt001,steva001,roblv001,sotoj001,turnj001,,,7/F7,F,F,3,4,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,7,0,0,N,0,N,0,N,0,1,0,0,7,,,,F,F,F,F,F,F,F,F,F,rossj002,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,7
LAN202104090,WAS,2,0,0,0,1,CX,0,0,zimmr001,R,zimmr001,R,buehw001,R,buehw001,R,smitw003,muncm001,lux-g001,turnj001,seagc001,polla001,taylc001,mckiz001,,,,4/L4D+,T,F,3,4,2,T,T,0,F,F,1,F,F,0,F,F,4,L,F,F,4D,0,0,N,0,N,0,N,0,0,0,0,4,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,4,0,0,0,0,0,0,0,8
LAN202104090,WAS,2,0,1,1,2,CSBFFT,0,0,casts001,R,casts001,R,buehw001,R,buehw001,R,smitw003,muncm001,lux-g001,turnj001,seagc001,polla001,taylc001,mckiz001,,,,K,F,F,5,5,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,9
LAN202104090,WAS,2,0,2,2,2,BBFCX,0,0,steva001,L,steva001,L,buehw001,R,buehw001,R,smitw003,muncm001,lux-g001,turnj001,seagc001,polla001,taylc001,mckiz001,,,,7/F7D,F,F,7,6,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,7D,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,10
